id,name,name_local,type,closed_year,continent,country,city,address,latitude,longitude,phone,services
store-lego-store-the-mix-c-shanghai,LEGO® Store The Mix C Shanghai,,official,,Asia,China,Shanghai,"1779 Wuzhong Road,, Shanghai, China",31.23234,121.4691,021-52217616,bam;pab
store-lego-store-the-sky-mall,LEGO® Store The Sky Mall,,official,,Asia,China,Shanghai,"L1-43-45, 5001 Dushi Road,, Shanghai, China",31.23234,121.4691,021-52231791,bam;pab
store-lego-store-wongtee-plaza,LEGO® Store Wongtee Plaza,,official,,Asia,China,Shanghai,"L2-68-69, 118 Fuhua 3rd Road,, Shanghai, China",31.23127,121.47002,0755-82780519,bam;pab
store-lego-store-yuqiao-wolicity,LEGO® Store Yuqiao Wolicity,,official,,Asia,China,Shanghai,"2419 Lunan Road, Shanghai, China",31.23234,121.4691,021-68772105,bam;pab
store-legoland-discovery-centre-shanghai,LEGOLAND Discovery Centre Shanghai,,official,,Asia,China,Shanghai,,31.23234,121.4691,,
store-legoland-shanghai-they-have-stamps-for-halloween-and-christmas,LEGOLAND Shanghai,,official,,Asia,China,Shanghai,"Jinshan District, Shanghai, China",31.23234,121.4691,,bam;pab
store-lego-store-joy-city-shenyang,LEGO® Store Joy City,乐高(沈阳大悦城店),official,,Asia,China,Shenyang,"1F-C122/123, 10 Xiao Dong Road, Shenyang, China",41.80261,123.42791,024-66690008,
store-lego-store-shenyang-huanggu-mixc,LEGO® Store Shenyang Huanggu MixC,乐高(沈阳皇姑万象汇店),official,,Asia,China,Shenyang,沈阳市皇姑区崇山东路18号皇姑万象汇1层L143,41.8343,123.4581,,
store-lego-store-shenyang-huanggu-vientiane-plaza,LEGO® Store Shenyang Huanggu Vientiane Plaza,沈阳三台子万象汇,official,,Asia,China,Shenyang,沈阳市皇姑区黄河北大街33号,41.8712,123.4179,,
store-lego-store-shenyang-mixc-mall,LEGO® Store Shenyang MixC Mall,沈阳万象城,official,,Asia,China,Shenyang,沈阳市和平区青年大街288号,41.7765,123.4346,,
store-lego-store-the-mix-c-one-shenyang,LEGO® Store The Mix C One,华润·万象汇(铁西),official,,Asia,China,Shenyang,"L185, 158 East Jianshe Road,, Shenyang, China",41.80261,123.42791,024-66690007,
store-lego-store-the-mix-c-shenyang,LEGO® Store The Mix C Shenyang,,official,,Asia,China,Shenyang,,41.80261,123.42791,024-62760005,bam;pab
store-lego-store-zhongxing-department-store,LEGO® Store Zhongxing Department Store,,official,,Asia,China,Shenyang,"701-702,7F,86 Taiyuan N. Road, Shenyang, China",41.80261,123.42791,024-66687755,bam;pab
store-legoland-discovery-center-shenyang,LEGOLAND Discovery Center Shenyang,,official,,Asia,China,Shenyang,,41.80261,123.42791,,
store-lego-store-coco-park,LEGO® Store Coco Park,,official,,Asia,China,Shenzhen,"L2-041 Coco Park, Wuhe Avenue,, Shenzhen, China",22.54457,114.05454,0755-28715664,bam;pab
store-lego-store-haiya-mega-mall,LEGO® Store HaiYa Mega Mall,,official,,Asia,China,Shenzhen,"No. 99, Jian'an 1st Road,, Shenzhen, China",22.54457,114.05454,0755-86662572,bam;pab
store-lego-store-mh-mall,LEGO® Store MH Mall,,official,,Asia,China,Shenzhen,"8 Golf Boulevard, Shenzhen, China",22.54457,114.05454,18925267469,bam;pab
store-lego-store-o-plaza,LEGO® Store O'plaza,,official,,Asia,China,Shenzhen,"L-052-053, 2008 Binhai Avenue,, Shenzhen, China",22.54457,114.05454,0755-86662572,bam;pab
store-lego-store-raffles-city-shenzhen,LEGO® Store Raffles City Shenzhen,,official,,Asia,China,Shenzhen,"No. 2163 Nanhai Avenue,, Shenzhen, China",22.54457,114.05454,15602217518,bam;pab
store-lego-store-shenzhen,LEGO® Store Shenzhen,中航城君尚购物中心,official,,Asia,China,Shenzhen,深圳市福田区华强北街道中航路1号,22.5422,114.083,,
store-lego-store-shenzhen-coast-dongchao-lego,LEGO® Store Shenzhen Coast Dongchao,乐高LEGO(海岸城店),official,,Asia,China,Shenzhen,深圳市南山区海岸城购物中心东区,22.5166,113.9362,,
store-lego-store-the-mix-c,LEGO® Store The Mix C,,official,,Asia,China,Shenzhen,,22.54457,114.05454,,bam;pab
store-lego-store-the-mix-c-shenzhen,LEGO® Store The Mix C Shenzhen,乐高(万象城店),official,,Asia,China,Shenzhen,"L465, 1881 Baoan South Road, Shenzhen, China",22.54457,114.05454,0755-82202184,bam;pab
store-lego-store-the-mix-c-world,LEGO® Store The Mix C World,深圳万象天地,official,,Asia,China,Shenzhen,"SL325, 9668 Shennan Boulevard, Shenzhen, China",22.54457,114.05454,0755-22678480,bam;pab
store-lego-store-uniwalk,LEGO® Store Uniwalk,,official,,Asia,China,Shenzhen,"L1-109, 99 Xinhu Road,, Shenzhen, China",22.54457,114.05454,0755-23504525,bam;pab
store-lego-store-upper-hills,LEGO® Store Upper Hills,,official,,Asia,China,Shenzhen,"L1-120C, 5001 Huanggang Road,, Shenzhen, China",22.54457,114.05454,0755-23944462,bam;pab
store-lego-store-beiguo-shijiazhuang,LEGO® Store Beiguo Shijiazhuang,,official,,Asia,China,Shijiazhuang,,38.04297,114.50884,0311-85260341,bam;pab
store-lego-store-the-mix-c-shijiazhuang,LEGO® Store The Mix C Shijiazhuang,,official,,Asia,China,Shijiazhuang,"No.108 Zhongshangxi Road, Shijiazhuang, China",38.04297,114.50884,0311-85330388,bam;pab
store-lego-store-sip-sports-plaza,LEGO® Store SIP Sports Plaza,,official,,Asia,China,Suzhou,"L1-14-15-16B, 999 Zhongxin Ave, Suzhou, China",31.31112,120.62129,0512-67223580,bam;pab
store-lego-store-suzhou-center,LEGO® Store Suzhou Center,乐高(苏州中心商场店),official,,Asia,China,Suzhou,"Suxiu Road,, Suzhou, China",31.31112,120.62129,0512-67225373,bam;pab
store-lego-store-park-taiyuan-north-america-new-world,LEGO® Store Park Taiyuan North America New World,乐高(北美新天地时尚中心店),official,,Asia,China,Taiyuan,太原市小店区长风街116号,37.8164,112.563,,
store-lego-store-park-taiyuan-times-city,LEGO® Store Park Taiyuan Times City,乐高(公元时代城店),official,,Asia,China,Taiyuan,太原市万柏林区迎泽西大街120号公元时代城1号楼,37.8569,112.5088,,
store-lego-store-taiyuan-longhu-wanda-plaza,LEGO® Store Taiyuan Longhu Wanda Plaza,太原龙湖万达广场,official,,Asia,China,Taiyuan,太原市杏花岭区城坊街与解放路交汇处,37.884,112.5606,,
store-lego-store-taiyuan-maoye-tiandi-qinxian-north-street,"LEGO® Store Taiyuan Maoye Tiandi, Qinxian North Street",乐高授权专卖店(太原茂业天地店),official,,Asia,China,Taiyuan,太原市小店区营盘街道亲贤北街茂业天地一期1层,37.8239,112.5658,,
store-lego-store-aegean-sea-tangshan,LEGO® Store Aegean Sea Tangshan,,official,,Asia,China,Tangshan,"127 Fengchengguomao,, Tangshan, China",39.6296,118.17387,0315-5903188,bam;pab
store-lego-store-luneng-city-center-plaza,LEGO® Store Luneng City Center Plaza,,official,,Asia,China,Tianjin,"1F-09-10 Luneng City Center Pl, Tianjin, China",39.08441,117.19575,022-23351850,bam;pab
store-lego-store-nankai-joy-city,LEGO® Store Nankai Joy City,,official,,Asia,China,Tianjin,"2F-A8A, 6, Nanmen Outer Street, Tianjin, China",39.08441,117.19575,022-58107671,bam;pab
store-lego-store-riverside-66,LEGO® Store Riverside 66,,official,,Asia,China,Tianjin,"F1-1012A Riverside 66,, Tianjin, China",39.08441,117.19575,022-27242855,bam;pab
store-lego-store-tianjin-henglong,LEGO® Store Tianjin Henglong,乐高(天津恒隆广场店),official,,Asia,China,Tianjin,天津市和平区张自忠路158号,39.128,117.1985,,
store-lego-store-tianjin-tianhecheng,LEGO® Store Tianjin Tianhecheng,天津天河城购物中心,official,,Asia,China,Tianjin,天津市和平区南京路263号,39.1276,117.2035,,
store-lego-store-mingcheng-plaza,LEGO® Store Mingcheng Plaza,,official,,Asia,China,Wenzhou,"B1007, 163 Gongyuan Road, Wenzhou, China",28.01701,120.65927,0577-86001180,bam;pab
store-lego-store-the-mix-c-wenzhou,LEGO® Store The Mix C Wenzhou,乐高(万象城店),official,,Asia,China,Wenzhou,"999 Wenrui Avenue,, Wenzhou, China",27.99639,120.69535,0577-86687200,bam;pab
store-lego-store-han-street,LEGO® Store Han Street,,official,,Asia,China,Wuhan,"J2-5-37/38A,1st St ChuheHan St, Wuhan, China",30.57889,114.29212,027-87338806,bam;pab
store-lego-store-international-plaza-wuhan,LEGO® Store International Plaza,,official,,Asia,China,Wuhan,"C5-15, 688 Jiefang Boulevard,, Wuhan, China",30.57889,114.29212,027-85577906,
store-lego-store-jinyintan-aeon-mall-wuhan,LEGO® Store JinYinTan Aeon Mall Wuhan,,official,,Asia,China,Wuhan,"JiangJun Road,, Wuhan, China",30.57889,114.29212,13926596064,bam;pab
store-lego-store-lingjiaohu-wanda-plaza,LEGO® Store Lingjiaohu Wanda Plaza,,official,,Asia,China,Wuhan,"5 Tangjiadun Road, Wuhan, China",30.57889,114.29212,027-85559535,bam;pab
store-lego-store-tiandi-horizon-shopping-center,LEGO® Store Tiandi Horizon Shopping Center,乐高(壹方购物中心店),official,,Asia,China,Wuhan,"L2-A123 No 1515 Zhongshan St., Wuhan, China",30.57889,114.29212,027-82295585,bam;pab
store-lego-store-wuhan-livat-center,LEGO® Store Wuhan Livat Center,,official,,Asia,China,Wuhan,"2 Bihu Road, Livat Center,, Wuhan, China",30.57889,114.29212,027-83895851,bam;pab
store-lego-store-zhongyuan-mall,LEGO® Store Zhongyuan Mall,,official,,Asia,China,Wuhan,"Zhongyuan Mall,, Wuhan, China",30.57889,114.29212,17354437794,bam;pab
store-lego-store-wuhu-yaohan,LEGO® Store Wuhu yaohan,,official,,Asia,China,Wuhu,"35-31, Zhongshan North Road,, Wuhu, China",31.35361,118.42775,0553—2931802,bam;pab
store-lego-store-binhu-wanda-plaza,LEGO® Store Binhu Wanda Plaza,,official,,Asia,China,Wuxi,"F1-02, 35 Liangxi Road,, Wuxi, China",31.57766,120.29528,0510-85808089,bam;pab
store-lego-store-livat-wuxi,LEGO® Store Livat Wuxi,荟聚(锡山),official,,Asia,China,Wuxi,"2-11-14A, 3 Middle Tuanjie Rd, Wuxi, China",31.57766,120.29528,0510-88250205,bam;pab
store-lego-store-the-mix-c-wuxi,LEGO® Store The Mix C Wuxi,,official,,Asia,China,Wuxi,"99 Jinshi road, Wuxi, Wuxi, China",31.57766,120.29528,0510-85858089,bam;pab
store-lego-beacon-store-saga-shopping-center,LEGO® Beacon Store Saga Shopping Center,,official,,Asia,China,Xi'an,"Saga Shopping Center, Xi'an, China",34.261,108.94234,,
store-lego-store-cityon-wangfujing,LEGO® Store CityOn Wangfujing,,official,,Asia,China,Xi'an,"NO.178, Fengcheng 7th Road, Xian, China",34.261,108.94234,18092403257,bam;pab
store-lego-store-g-park-xi-an,LEGO® Store G Park Xi'an,,official,,Asia,China,Xi'an,"GPARK Mall,No.22,Xinghuo Road, Xi'an, China",34.261,108.94234,17792026921,bam;pab
store-lego-store-joycity-xi-an,LEGO® Store JOYCITY XI'AN,西安大悦城,official,,Asia,China,Xi'an,"No.66 Ci’en West Road, XI'AN, China",34.261,108.94234,2985720118,bam;pab
store-lego-store-nanmen-wangfujing,LEGO® Store Nanmen Wangfujing,,official,,Asia,China,Xi'an,"188 North Changan Road,, Xi'an, China",34.261,108.94234,15829797414,bam;pab
store-lego-store-yitian-holiday-galaxy,LEGO® Store Yitian Holiday Galaxy,乐高授权专卖店(西安益田假日世界购物中心店),official,,Asia,China,Xi'an,"Yitian Mall, #166,Changle W Rd, Xi'an, China",34.261,108.94234,17792026910,bam;pab
store-lego-store-zhongda-international-shopping-mall,LEGO® Store Zhongda International Shopping mall,,official,,Asia,China,Xi'an,"No.72, Gaoxin Rd, Yanta Distr, Xi'an, China",34.261,108.94234,17392493447,bam;pab
store-lego-store-international-plaza,LEGO® Store International Plaza,,official,,Asia,China,Xiamen,,24.48011,118.08535,,bam;pab
store-lego-store-the-mix-c-xiamen,LEGO® Store The Mix C Xiamen,,official,,Asia,China,Xiamen,"99, Hubin East Road, Xiamen, China",24.48011,118.08535,5520359,bam;pab
store-lego-store-xiamen-baolong-one-city,LEGO® Store Xiamen Baolong One City,乐高(厦门宝龙一城店),official,,Asia,China,Xiamen,厦门市思明区金山路1号,24.486,118.1736,,
store-lego-store-pangdonglai-angel-city-xuchang,LEGO® Store Pangdonglai Angel City Xuchang,乐高(胖东来天使城店),official,,Asia,China,Xuchang,许昌市魏都区建安大道与三里桥街交叉口西北180米,34.0361,113.8464,,
store-lego-store-suning-plaza,LEGO® Store Suning Plaza,徐州苏宁广场,official,,Asia,China,Xuzhou,"29 Huaihai East Road,, Xuzhou, China",34.26517,117.19171,0516-83715070,bam;pab
store-lego-store-golden-eagle-julonghu,LEGO® Store Golden Eagle Julonghu,,official,,Asia,China,Yancheng,"268 Jiefang Nan Lu, Yancheng, China",33.34956,120.1577,0515-88820515,bam;pab
store-lego-store-mix-c-yangzhou,LEGO® Store Mix C Yangzhou,,official,,Asia,China,Yangzhou,"600 Wenchang Middle Road, Yangzhou, China",32.39686,119.40777,0514-82181667,bam;pab
store-lego-store-joycity-yantai,LEGO® Store Joycity Yantai,,official,,Asia,China,Yantai,"38, Joy City, No.150 Beima Rd, Yantai, China",37.46193,121.44253,0535-6610855,bam;pab
store-lego-store-wanda-yichang,LEGO® Store Wanda YiChang,,official,,Asia,China,Yichang,"YanJiang Avenue,, YiChang, China",30.69413,111.28035,0717-6274899,bam;pab
store-lego-store-colorful-city,LEGO® Store Colorful City,乐高(余姚五彩城店),official,,Asia,China,Yuyao,"L133,888 Chengdong Road, Yuyao, China",30.04031,121.15009,0574-62077277,
store-lego-store-cityon-wangfujing-2,LEGO® Store CityOn Wangfujing,,official,,Asia,China,Zhengzhou,"Dikun Street/Dide Street, Zhengzhou, China",34.74725,113.61932,0371-61657977,bam;pab
store-lego-store-david-plaza,LEGO® Store David Plaza,,official,,Asia,China,Zhengzhou,"BF-37 David Plaza, Taikang Rd, Zhengzhou, China",34.74725,113.61932,0371-63323667,bam;pab
store-lego-store-grand-emporium,LEGO® Store Grand Emporium,,official,,Asia,China,Zhengzhou,"L215, Huayuan Rd / Dongfeng Rd, Zhengzhou, China",34.74725,113.61932,0371-66675305,bam;pab
store-lego-store-yoyo-park,LEGO® Store YOYO PARK,,official,,Asia,China,Zhengzhou,"A1F-08/09,Guoji Rd/Fengqing Rd, Zhengzhou, China",34.74725,113.61932,0371-61285698,bam;pab
store-lego-store-zhengzhou-zhengdong-mixc,LEGO® Store Zhengzhou Zhengdong MixC,郑州郑东万象城,official,,Asia,China,Zhengzhou,郑州市金水区金水东路辅路与才高街交叉口,34.7651,113.7638,,
store-lego-store-fuhuali-midtown,LEGO® Store Fuhuali Midtown,,official,,Asia,China,Zhuhai,"2023-2035 West Jiuzhou Avenue,, Zhuhai, China",22.27373,113.57213,0756-8616525,bam;pab
store-lego-store-zhuhai-haufa-shangdu-lego,LEGO® Store Zhuhai Haufa Shangdu,LEGO乐高授权专卖店(华发商都店),official,,Asia,China,Zhuhai,珠海市香洲区大道华发商都B馆一层B1007A号,22.2246,113.5114,,
store-lego-store-viva-barranquilla,LEGO® Store Viva Barranquilla,,official,,South America,Colombia,Barranquilla,"Cra 51B #87-50, local 205. Barranquilla, Atlántico, Colombia, Barranquilla 080015, Colombia",10.99386,-74.79261,+57 5 385 9830,bam;pab
store-lego-store-andino,LEGO® Store Andino,,official,,South America,Colombia,Bogotá,"CC. Andino. Carrera 11 #82-71, Bogotá 1100111, Colombia",4.65338,-74.08363,+57 1 611 3266,bam;pab
store-lego-store-santafe-bogota,LEGO® Store Santafe Bogota,,official,,South America,Colombia,Bogotá,"CC. Santafé. Calle 185 #45-03, Bogotá 111166, Colombia",4.65338,-74.08363,+57 1 605 0872,bam;pab
store-lego-store-titan,LEGO® Store Titan,,official,,South America,Colombia,Bogotá,"Ac 80 #80-94, Bogotá, Colombia, Bogotá 111011, Colombia",4.65338,-74.08363,+57 1 609 2967,bam;pab
store-lego-store-unicentro-bogota,LEGO® Store Unicentro Bogota,,official,,South America,Colombia,Bogotá,"CC. Unicentro. Ak. 15 #124-30, Bogotá 111011, Colombia",4.65338,-74.08363,+57 300 447 5142,bam;pab
store-lego-store-jardin-plaza,LEGO® Store Jardín Plaza,,official,,South America,Colombia,Cali,"CC. Jardín Plaza. Carrera 98 #16-200, Cali 760031, Colombia",3.452,-76.53253,+57 2 318 7488,bam;pab
store-lego-store-viva-envigado,LEGO® Store Viva Envigado,,official,,South America,Colombia,Envigado,"CC Viva. Carrera 48 #32B sur -139 local 126 piso 1, Envigado, Colombia",6.17013,-75.58741,+57 4 321 7153,bam;pab
store-lego-store-el-tesoro,LEGO® Store El Tesoro,,official,,South America,Colombia,Medellín,"CC El Tesoro. Carrera 25A #1A Sur 45, Medellín 050022, Colombia",6.26973,-75.60256,+57 4 321 7153,bam;pab
store-lego-store-escazu,LEGO® Store Escazu,,official,,Central America,Costa Rica,Escazú,"CC. Avenida Escazu, Autopista Próspero Fernández, costado este del Hospital CIMA en Escazú, San José 10203, Costa Rica",9.91599,-84.14096,+506 2243 0253,bam;pab
store-lego-store-oxigeno,LEGO® Store Oxigeno,,official,,Central America,Costa Rica,Heredia,"CC. Oxígeno, 40103, San Francisco de Heredia 40103, Costa Rica",9.99843,-84.11712,+506 2243 0254,bam;pab
store-lego-store-lincoln,LEGO® Store Lincoln,,official,,Central America,Costa Rica,San José,"Lincoln Plaza, San Vicente M., 11401, Costa Rica",10.78113,-84.38114,+506 2243 0256,bam;pab
store-lego-store-zagreb,LEGO® Store Zagreb,,official,,Europe,Croatia,Zagreb,"Ulica Vice Vukova 6, Arena Centar 1st floor, Zagreb 10020, Croatia",45.8131,15.97728,+385 95 151 1000,bam;pab
store-lego-store-prauge-opening-soon,LEGO® Store Praha,,official,,Europe,Czechia,Prague,"Na Příkopě 25, Praha 1, Praha 11000, Czechia",50.08747,14.42125,,bam;pab
store-lego-store-praha-chodov,LEGO® Store Praha Chodov,,official,,Europe,Czechia,Prague,"Roztylská 2321/19<br/>Westfield Chodov, Praha 11 148 00, Czechia",50.08747,14.42125,+42 0226400286,bam;pab
store-lego-campus-billund,LEGO Campus Billund,,official,,Europe,Denmark,Billund,,55.7247,9.11958,,
store-lego-shop-hotel-legoland-hotel-shop,LEGO Shop Hotel LEGOLAND (Hotel-Shop),,official,,Europe,Denmark,Billund,"Hotel LEGOLAND, LEGOLAND Billund Resort, Nordmarksvej 9, Billund 7190, Denmark",55.7247,9.11958,,
store-lego-shop-legoland-woodland-village,LEGO Shop LEGOLAND Woodland Village,,official,,Europe,Denmark,Billund,"LEGOLAND Holiday Village, Woodland Village, Ellehammers Alle, Billund 7190, Denmark",55.7247,9.11958,,
store-lego-store-billund-airport,LEGO Store Billund Airport,,official,,Europe,Denmark,Billund,"Passagerterminalen 10, Billund 7190, Denmark",55.7247,9.11958,,
store-lego-house-billund,LEGO® House Billund,,official,,Europe,Denmark,Billund,"Ole Kirks Plads 1, Billund 7190, Denmark",55.7247,9.11958,+45 82 82 04 00,bam;minifigure_factory;mosaic_maker;pab
store-lego-store-legoland-billund-resort,LEGO® Store LEGOLAND® Billund Resort,,official,,Europe,Denmark,Billund,"Nordmarksvej 9, Billund 7190, Denmark",55.7247,9.11958,+4579501717,bam;mosaic_maker;pab
store-lego-store-copenhagen-airport-t2,LEGO Store Copenhagen Airport T2,,official,,Europe,Denmark,Copenhagen,,55.68672,12.57007,,
store-lego-store-copenhagen-airport-t3,LEGO Store Copenhagen Airport T3,,official,,Europe,Denmark,Copenhagen,,55.68672,12.57007,,
store-lego-store-k-benhavn,LEGO® Store København,,official,,Europe,Denmark,Copenhagen,"Vimmelskaftet 37, København 1161, Denmark",55.68672,12.57007,+45 32755542,bam;pab
store-lego-store-tivoli-gardens,LEGO® Store Tivoli Gardens,,official,,Europe,Denmark,Copenhagen,"Vesterbrogade 3, København 1630, Denmark",55.68672,12.57007,+45 32755538,bam;minifigure_factory;pab
store-lego-store-annecy,LEGO® Store Annecy,,official,,Europe,France,Annecy,"Centre Commercial Courrier - 65 rue Carnot., Annecy 74000, France",45.90405,6.12334,+33 4 26 89 98 15,
store-lego-biarritz,LEGO® Biarritz,,official,,Europe,France,Biarritz,"Av. Jean Léon Laporte, 64600 Anglet, Francia, Anglet 64600, France",43.48325,-1.55928,+33 188380772,bam;pab
store-lego-store-bordeaux-sainte-catherine,LEGO® Store Bordeaux Sainte-Catherine,,official,,Europe,France,Bordeaux,"Promenade Sainte Catherine - Rue Guiraude, Bordeaux 33000, France",44.84123,-0.58004,+33 537180053,bam;pab
store-lego-store-cergy,LEGO® Store Cergy,,official,,Europe,France,Cergy,"LES 3 FONTAINES, RUE DE LA CROIX DES MAHEUX, Cergy 95000, France",49.05275,2.03887,+33 172 18 03 72,bam;pab
store-lego-store-clermont-ferrand,LEGO® Store Clermont-Ferrand,,official,,Europe,France,Clermont-Ferrand,"Centre Commercial Carré Jaude - 2 rue Giscard de la tour fondue, Clermont-Ferrand 63000, France",45.77746,3.08194,+33 451640213,bam;pab
store-lego-store-creteil,LEGO® Store Créteil,,official,,Europe,France,Créteil,"Créteil Soleil - Avenue de la France Libre, Créteil 94000, France",48.77715,2.45307,(+33) 01 76 46 11 16,bam;pab
store-lego-store-dijon,LEGO® Store Dijon,,official,,Europe,France,Dijon,"Centre Commercial La Toison d'Or, Route de Langres, Dijon 21000, France",47.32158,5.04147,+33 3 73 62 01 15,bam;pab
store-lego-store-grenoble,LEGO® Store Grenoble,,official,,Europe,France,Grenoble,"55 Grand Place, Grenoble 38100, France",45.18756,5.73578,+33 48 02 80 217,bam;pab
store-lego-store-le-havre,LEGO® Store Le Havre,,official,,Europe,France,Le Havre,"70 Quai Frissard, Le Havre 76600, France",49.4939,0.10797,+33 2 78 92 01 06,bam;pab
store-lego-store-lens,LEGO® Store Lens,,official,,Europe,France,Lens,"Centre commercial Aushopping Noyelles, Avenue de la République, Lens 62950, France",50.42917,2.83198,+33 03 10 04 82 05,bam;pab
store-lego-store-carre-senart,LEGO® Store Carré Sénart,,official,,Europe,France,Lieusaint,"3 All. du Préambule, Lieusaint, Francia, Paris 77127, France",48.63166,2.55148,,bam;pab
store-lego-store-lille,LEGO® Store Lille,,official,,Europe,France,Lille,"Centre Commercial Euralille - 100 Avenue Willy Brandt, Lille 59800, France",50.63657,3.06353,+33375940120,bam;pab
store-lego-store-lyon-airport,LEGO Store Lyon Airport,,official,,Europe,France,Lyon,"Aéroport Lyon Saint-Exupéry, Terminal 1, nach der Sicherheitskontrolle, Colombier-Saugnieu 69125, France",45.75781,4.83201,,
store-lego-store-lyon-la-part-dieu,LEGO® Store Lyon La Part-Dieu,,official,,Europe,France,Lyon,"Centre commercial La Part Dieu - 17 Rue du Docteur Bouchut, Lyon 69003, France",45.75781,4.83201,+33 451640226,bam;pab
store-lego-store-at-disneyland-paris,LEGO® Store at Disneyland® Paris,,official,,Europe,France,Marne-la-Vallée,"Euro Disneyland Paris - Disney Village - 34 Route Nationale, Chessy 77700, France",48.8593,2.5989,+33 451 640 218,bam;minifigure_factory;mosaic_maker;pab
store-lego-store-marseille,LEGO® Store Marseille,,official,,Europe,France,Marseille,"Centre Commercial Les Terrasses du Port - 9 Quai du Lazaret, Marseille 13002, France",43.2964,5.37779,+33 159020498,bam;pab
store-lego-store-metz,LEGO® Store Metz,,official,,Europe,France,Metz,"Centre commercial MUSE, 2 Rue des Messageries, 57000 Metz, Metz 57000, France",49.1197,6.17636,+33 1 89 54 71 16,bam;pab
store-lego-certified-store-montpellier,LEGO Certified Store Montpellier,,official,,Europe,France,Montpellier,"Centre commercial Polygone, Montpellier 34000, France",43.61124,3.87673,,
store-lego-store-nancy,LEGO® Store Nancy,,official,,Europe,France,Nancy,"7 Rue S. Georges, Nancy, France",48.69372,6.18341,+33 356620214,bam;pab
store-lego-store-nantes,LEGO® Store Nantes,,official,,Europe,France,Nantes,"BOULEVARD SALVADOR ALLENDE, SAINT-HERBLAIN 44800, France",47.21864,-1.55414,+33 27 23 49 931,bam;pab
store-lego-store-nice,LEGO® Store Nice,,official,,Europe,France,Nice,"Centre Commercial Cap 3000 - Avenue Eugène Donadeï, Saint-Laurent-du-Var 06700, France",43.70094,7.26839,+33 451640222,bam;pab
store-lego-store-paris-les-halles,LEGO® Store Paris - Les Halles,,official,,Europe,France,Paris,"1, Passage de la Canopée, Paris 75001, France",48.8535,2.34839,+33 159020378,bam;mosaic_maker;pab
store-lego-store-paris-les-4-temps,"LEGO® Store Paris, Les 4 Temps",,official,,Europe,France,Paris,"15 Parv. de la Défense, 92092 Puteaux, Paris 92092, France",48.8535,2.34839,+33 1 70 98 83 62,bam;pab
store-lego-store-paris-so-ouest,"LEGO® Store Paris, So Ouest",,official,,Europe,France,Paris,"Centre Commercial So Ouest -21 rue d'Alsace, Levallois-Perret 92300, France",48.8535,2.34839,+33 159020370,bam;pab
store-lego-store-rennes,LEGO® Store Rennes,,official,,Europe,France,Rennes,"RENNES ALMA, 5, Rue du Bosphore, Rennes 35200, France",48.11134,-1.68002,02 30 88 01 27,bam;pab
store-lego-store-rosny,LEGO® Store Rosny,,official,,Europe,France,Rosny-sous-Bois,"Centre commercial Rosny 2, Avenue du Général de Gaulle, Rosny-sous-Bois 93110, France",48.87166,2.48752,+33 1.84.74.10.36,bam;pab
store-lego-store-strasbourg,LEGO® Store Strasbourg,,official,,Europe,France,Strasbourg,"Place des Halles, Strasbourg 67000, France",48.58461,7.75071,,bam;pab
store-lego-store-toulon,LEGO® Store Toulon,,official,,Europe,France,Toulon,"Centre Commercial Grand Var, La Valette-du-Var 83160, France",43.12573,5.93049,+33 4 12 01 02 03,bam;pab
store-lego-store-toulouse,LEGO® Store Toulouse,,official,,Europe,France,Toulouse,"Centre Commercial Blagnac, 2 Allée Emile Zola, Blagnac 31700, France",43.60446,1.44424,+33 5 67 34 11 01,bam;pab
store-lego-store-berlin-airport,LEGO Store Berlin Airport,,official,,Europe,Germany,Berlin,"Willy-Brandt-Platz, Schönefeld 12521, Germany",52.51739,13.39513,+49 30 609178842,
store-lego-flagshipstore-berlin,LEGO® Flagshipstore Berlin,,closed,2025,Europe,Germany,Berlin,,52.51739,13.39513,,bam;minifigure_factory;mosaic_maker;pab
store-lego-store-berlin,LEGO® Store Berlin,,official,,Europe,Germany,Berlin,"Tauentzienstraße 8, Berlin 10789, Germany",52.51739,13.39513,+49 3080093992,bam;pab
store-lego-store-mall-of-berlin,LEGO® Store Mall of Berlin,,official,,Europe,Germany,Berlin,"Leipziger Platz 12, Berlin 10117, Germany",52.51739,13.39513,+49 3052006236,bam;pab
store-legoland-discovery-center-berlin,LEGOLAND Discovery Center Berlin,,official,,Europe,Germany,Berlin,,52.51739,13.39513,,
store-lego-store-bonn,LEGO® Store Bonn,,official,,Europe,Germany,Bonn,"Poststraße, Bonn 53111, Germany",50.73526,7.10246,+49 22828653972,bam;pab
store-lego-store-koeln,LEGO® Store Köln,,official,,Europe,Germany,Cologne,"Hohe Straße 77-79, Köln 50667, Germany",50.93836,6.95997,+49 22165051368,bam;minifigure_factory;pab
store-lego-store-dresden,LEGO® Store Dresden,,official,,Europe,Germany,Dresden,"Altmarkt-Galerie, Webergasse 1, Dresden 01067, Germany",51.04933,13.73814,+49 35189732777,bam;pab
store-lego-store-duesseldorf,LEGO® Store Düsseldorf,,official,,Europe,Germany,Düsseldorf,"Flinger Strasse 50, Düsseldorf 40213, Germany",51.2254,6.77631,+49 21138769215,bam;minifigure_factory;pab
store-lego-store-essen,LEGO® Store Essen,,official,,Europe,Germany,Essen,"Limbecker Straße 25, Essen 45127, Germany",51.45822,7.01582,+49 20156574835,bam;pab
